snippet,intent
"open(file, encoding=None)","Open `file` and return a corresponding file object . In text mode , if `encoding` is not specified the encoding used is platform dependent : locale.getpreferredencoding ( False ) is called to get the current locale encoding ."
"atexit.register(func, *args, **kwargs)","Register `func` as a function to be executed at termination . With arguments `*args`, `**kwargs`."
sys._clear_type_cache(),Clear the internal type cache .
"warnings.filterwarnings(action, append=False)","Insert an entry into the list of warnings filter specifications . The entry is inserted at the front by default ; if `append` is true , it is inserted at the end . With arguments `action`."
"doctest.DocFileSuite(*paths, optionflags=0)","Convert doctest tests from one or more text files to a unittest.TestSuite . Optional argument `optionflags` specifies the default doctest options for the tests , created by or-ing together individual option flags . With arguments `*paths`."
"SSLSocket.get_channel_binding(cb_type=""tls-unique"")","Get channel binding data for current connection , as a bytes object . The `cb_type` parameter allow selection of the desired channel binding type ."
profile.print_stats(sort=-1),Create a Stats object based on the current profile and print the results to stdout . With arguments `sort`.
gc.get_referrers(*objs),Return the list of objects that directly refer to any of objs . With arguments `*objs`.
"open(file, mode='r')",Open `file` and return a corresponding file object . `mode` is an optional string that specifies the mode in which the file is opened .
"difflib.SequenceMatcher(a='', autojunk=True)",Optional argument `isjunk` must be None ( the default ) or `a` one-argument function that takes a sequence element and returns true if and only if the element is “ junk ” and should be ignored . The optional argument `autojunk` can be used to disable the automatic junk heuristic .
email.generator.BytesGenerator(outfp),"Return a BytesGenerator object that will write any message provided to the flatten ( ) method , or any surrogateescape encoded text provided to the write ( ) method , to the file-like object `outfp` ."
"logging.handlers.TimedRotatingFileHandler(filename, when='h', backupCount=0)","Returns a new instance of the TimedRotatingFileHandler class . On rotating it also sets the `filename` suffix . Rotating happens based on the product of `when` and `interval` . If `backupCount` is nonzero , at most backupCount files will be kept , and if more would be created when rollover occurs , the oldest one is deleted ."
key in d,"Return True if d has a key key, else False."
test.support.check_no_resource_warning(testcase),Context manager to check that no ResourceWarning was raised . With arguments `testcase`.
"unittest.TextTestRunner(stream=None, descriptions=True)",A basic test runner implementation that outputs results to a `stream` . With arguments `descriptions`.
decimal.quantize(exp),Return a value equal to the first operand after `rounding` and having the exponent of the second operand . With arguments `exp`.
"__import__(name, level=0)","This function is invoked by the import statement . The function imports the module `name` , potentially using the given `globals` and `locals` to determine how to interpret the name in a package context . `level` specifies whether to use absolute or relative imports ."
"text_calendar.formatyear(theyear, w=2, c=6)","Return a m-column calendar for an entire year as a multi-line string . Optional parameters `w` , `l` , and `c` are for date column width , lines per week , and number of spaces between month columns , respectively . With arguments `theyear`."
json.JSONEncoder(separators=None),"Extensible JSON encoder for Python data structures . If specified , `separators` should be an ( item_separator , key_separator ) tuple ."
"msilib.init_database(name, schema, ProductName, ProductCode, ProductVersion, Manufacturer)","Create and return a new database `name` , initialize it with `schema` , and set the properties `ProductName` , `ProductCode` , `ProductVersion` , and `Manufacturer` ."
"struct.pack(format, v1, v2)","Return a bytes object containing the values `v1` , `v2` , … packed according to the `format` string format ."
multiprocessing.set_start_method(method),Set the `method` which should be used to start child processes .
"filecmp.cmp(f1, f2, shallow=True)","Compare the files named `f1` and `f2` , returning True if they seem equal , False otherwise . If `shallow` is true , files with identical os.stat ( ) signatures are taken to be equal ."
modulefinder.ModuleFinder(debug=0),This class provides run_script ( ) and report ( ) methods to determine the set of modules imported by a script . `debug` sets the debugging level ; higher values make the class print debugging messages about what it ’ s doing .
queue_listener.setFormatter(fmt),Sets the Formatter for this handler to `fmt` .
"calendar.prcal(year, w=0, c=6)","Prints the calendar for an entire `year` as returned by calendar ( ) . With arguments `w`, `c`."
parser.st2list(st),This function accepts an ST object from the caller in `st` and returns a Python list representing the equivalent parse tree .
"os.makedev(major, minor)",Compose a raw device number from the `major` and `minor` device numbers .
bytearray(),Return a new array of bytes .
"xml.etree.ElementInclude.default_loader(href, parse)",Default loader . `href` is a URL . `parse` is for parse mode either “ xml ” or “ text ” .
context.copy_decimal(num),Return a copy of the Decimal instance `num` .
cgitb.enable(context=5),This function causes the cgitb module to take over the interpreter ’ s default handling for exceptions by setting the value of sys.excepthook . The optional argument `context` is the number of lines of context to display around the current line of source code in the traceback ; this defaults to 5 .
IMAP4.check(),Checkpoint mailbox on server .
context[var],Return the value of the var ContextVar variable.
array.frombytes(s),"Appends items from the string , interpreting the string as an array of machine values ( as if it had been read from a file using the fromfile ( ) method ) . With arguments `s`."
"IMAP4.login(user, password)",Identify the client using a plaintext `password` . With arguments `user`.
sqlite3.version,"The version number of this module, as a string."
"window.touchline(start, count, changed)","Pretend `count` lines have been `changed` , starting with line `start` ."
"compileall.compile_dir(dir, optimize=-1)","Recursively descend the directory tree named by `dir` , compiling all .py files along the way . `optimize` specifies the optimization level for the compiler ."
len(s),Return the length ( the number of items ) of an object . With arguments `s`.
"range(start, stop)","Rather than being a function , range is actually an immutable sequence type , as documented in Ranges and Sequence Types — list , tuple , range . With arguments `start`, `stop`."
dataclasses.field(metadata=None),"For common and simple use cases , no other functionality is required . With arguments `metadata`."
crypt.crypt(word),`word` will usually be a user ’ s password as typed at a prompt or in a graphical interface .
"oss_mixer_device.set(control, (left, right))","Sets the volume for a given mixer `control` to ( left , right ) . With arguments `(left`, `right)`."
"filecmp.cmp(f1, f2)","Compare the files named `f1` and `f2` , returning True if they seem equal , False otherwise ."
"decimal.fma(other, third)","Fused multiply-add . With arguments `other`, `third`."
datetime.isoformat(timespec='auto'),"Return a string representing the date and time in ISO 8601 format , YYYY-MM-DDTHH : MM : SS.ffffff or , if microsecond is 0 , YYYY-MM-DDTHH : MM : SS The optional argument `timespec` specifies the number of additional components of the time to include ( the default is 'auto ' ) ."
fileinput.input(inplace=False),Create an instance of the FileInput class . With arguments `inplace`.
"os.sendfile(out, in, offset, count, flags=0)","Copy `count` bytes from file descriptor `in` to file descriptor `out` starting at `offset` . Cross-platform applications should not use headers , trailers and `flags` arguments ."
"difflib.context_diff(a, b, tofile='')","Compare `a` and `b` ( lists of strings ) ; return a delta ( a generator generating the delta lines ) in context diff format . Any or all of these may be specified using strings for `fromfile` , `tofile` , `fromfiledate` , and `tofiledate` ."
fraction.__round__(ndigits),"The first version returns the nearest int to self , rounding half to even . The second version rounds self to the nearest multiple of Fraction ( 1 , 10**ndigits ) ( logically , if `ndigits` is negative ) , again rounding half toward even ."
ftplib.FTP(user=''),"Return a new instance of the FTP class . When `user` is given , additionally the method call login ( user , `passwd` , `acct` ) is made ( where passwd and acct default to the empty string when not given ) ."
key in d,"Return True if d has a key key, else False."
"random.triangular(low, high, mode)",Return a random floating point number N such that `low` < = N < = `high` and with the specified `mode` between those bounds .
"__import__(name, level=0)","This function is invoked by the import statement . The function imports the module `name` , potentially using the given `globals` and `locals` to determine how to interpret the name in a package context . `level` specifies whether to use absolute or relative imports ."
trace.Trace(timing=False),Create an object to `trace` execution of a single statement or expression . `timing` enables a timestamp relative to when tracing was started to be displayed .
"Template.copy(infile, outfile)",Copy `infile` to `outfile` through the pipe .
"inspect.getframeinfo(frame, context=1)",Get information about a `frame` or traceback object . With arguments `context`.
json.JSONEncoder(separators=None),"Extensible JSON encoder for Python data structures . If specified , `separators` should be an ( item_separator , key_separator ) tuple ."
encodings.idna.nameprep(label),Return the nameprepped version of `label` .
"base64.a85decode(b, ignorechars=b' \t\n\r\v')",Decode the Ascii85 encoded bytes-like object or ASCII string `b` and return the decoded bytes . `ignorechars` should be a bytes-like object or ASCII string containing characters to ignore from the input .
ctypes.Array(*args),Abstract base class for arrays . With arguments `*args`.
SystemError,"Raised when the interpreter finds an internal error, but the situation does not look so serious to cause it to abandon all hope."
"sqlite3.connect(database, timeout, detect_types, isolation_level, check_same_thread, factory, cached_statements, uri)","Opens a connection to the SQLite `database` file database . The `timeout` parameter specifies how long the connection should wait for the lock to go away until raising an exception . The `detect_types` parameter and the using custom converters registered with the module-level register_converter ( ) function allow you to easily do that . For the `isolation_level` parameter , please see the isolation_level property of Connection objects . By default , `check_same_thread` is True and only the creating thread may use the connection . By default returns a Connection object , unless a custom `factory` is given . If you want to explicitly set the number of statements that are cached for the connection , you can set the `cached_statements` parameter . If `uri` is true , database is interpreted as a URI ."
"random.shuffle(x, random)","Shuffle the sequence `x` in place . The optional argument `random` is a 0-argument function returning a random float in [ 0.0 , 1.0 ) ; by default , this is the function random ( ) ."
aifc.getmark(id),Return the tuple as described in getmarkers ( ) for the mark with the given `id` .
types.resolve_bases(bases),"Resolve MRO entries dynamically as specified by PEP 560 . This function looks for items in `bases` that are not instances of type , and returns a tuple where each such object that has an __mro_entries__ method is replaced with an unpacked result of calling this method ."
"setattr(object, name, value)","This is the counterpart of getattr ( ) . The arguments are an `object` , a string and an arbitrary `value` . The string may `name` an existing attribute or a new attribute ."
oct(x),"Convert an integer number to an octal string prefixed with “ 0o ” . If `x` is not a Python int object , it has to define an __index__ ( ) method that returns an integer ."
int(x),"Return an integer object constructed from a number or string `x` , or return 0 if no arguments are given ."
"winsound.Beep(frequency, duration)","Beep the PC ’ s speaker . The `frequency` parameter specifies frequency , in hertz , of the sound , and must be in the range 37 through 32,767 . The `duration` parameter specifies the number of milliseconds the sound should last ."
"text_calendar.formatyear(theyear, w=2)","Return a m-column calendar for an entire year as a multi-line string . Optional parameters `w` , `l` , and `c` are for date column width , lines per week , and number of spaces between month columns , respectively . With arguments `theyear`."
i_pv4_network.address_exclude(network),Computes the `network` definitions resulting from removing the given network from this one .
xml.etree.ElementTree.Comment(text=None),Comment element factory . `text` is a string containing the comment string .
argparse.ArgumentParser(parents=),Create a new ArgumentParser object . With arguments `parents`.
frozenset(),"Return a new frozenset object , optionally with elements taken from `iterable` ."
BaseCookie.output(sep='\r\n'),"Return a string representation suitable to be sent as HTTP headers . `sep` is used to join the headers together , and is by default the combination '\r\n ' ( CRLF ) ."
base_handler.run(app),"Run the specified WSGI application , `app` ."
IMAP4.delete(mailbox),Delete old `mailbox` named mailbox .
loop.run_until_complete(future),Run until the `future` ( an instance of Future ) has completed .
"shutil.make_archive(base_name, format, root_dir, base_dir, verbose, dry_run, owner)","Create an archive file ( such as zip or tar ) and return its name . `base_name` is the name of the file to create , including the path , minus any format-specific extension . `format` is the archive format : one of “ zip ” ( if the zlib module is available ) , “ tar ” , “ gztar ” ( if the zlib module is available ) , “ bztar ” ( if the bz2 module is available ) , or “ xztar ” ( if the lzma module is available ) . `root_dir` is a directory that will be the root directory of the archive ; for example , we typically chdir into root_dir before creating the archive . `base_dir` is the directory where we start archiving from ; i.e . The `verbose` argument is unused and deprecated . If `dry_run` is true , no archive is created , but the operations that would be executed are logged to `logger` . `owner` and `group` are used when creating a tar archive ."
"doc_test_runner.run(test, clear_globs=True)","Run the examples in `test` ( a DocTest object ) , and display the results using the writer function `out` . If `clear_globs` is true ( the default ) , then this namespace will be cleared after the test runs , to help with garbage collection ."
"calendar.prcal(year, w=0, c=6)","Prints the calendar for an entire `year` as returned by calendar ( ) . With arguments `w`, `c`."
element.append(subelement),Adds the element `subelement` to the end of this element ’ s internal list of subelements .
"msilib.init_database(name, schema, ProductName, ProductCode, ProductVersion, Manufacturer)","Create and return a new database `name` , initialize it with `schema` , and set the properties `ProductName` , `ProductCode` , `ProductVersion` , and `Manufacturer` ."
float(x),Return a floating point number constructed from a number or string `x` .
"zipfile.ZipInfo(1, 1, 0, 0, 0))","Class used to represent information about a member of an archive . With arguments `1`, `1`, `0`, `0`, `0)`."
FTP.nlst(argument),Return a list of file names as returned by the NLST command . The optional `argument` is a directory to list ( default is the current server directory ) .
globals(),Return a dictionary representing the current global symbol table .
urllib.request.HTTPSHandler(debuglevel=0),A class to handle opening of HTTPS URLs . With arguments `debuglevel`.
"email.utils.collapse_rfc2231_value(value, errors='replace')","When a header parameter is encoded in RFC 2231 format , Message.get_param may return a 3-tuple containing the character set , language , and `value` . Optional `errors` is passed to the errors argument of str ’ s encode ( ) method ; it defaults to 'replace ' ."
"hashlib.scrypt(password, salt, n, r, p)","The function provides scrypt password-based key derivation function as defined in RFC 7914 . `password` and `salt` must be bytes-like objects . `n` is the CPU/Memory cost factor , `r` the block size , `p` parallelization factor and `maxmem` limits memory ( OpenSSL 1.1.0 defaults to 32 MiB ) ."
TimeoutError,Raised when a system function timed out at the system level.
signature.replace(parameters),Create a new Signature instance based on the instance replace was invoked on . It is possible to pass different `parameters` and/or `return_annotation` to override the corresponding properties of the base signature .
"code.compile_command(source, symbol=""single"")","This function is useful for programs that want to emulate Python ’ s interpreter main loop ( a.k.a . `source` is the source string ; `filename` is the optional filename from which source was read , defaulting to ' < input > ' ; and `symbol` is the optional grammar start symbol , which should be either 'single ' ( the default ) or 'eval ' ."
"turtle.register_shape(name, shape=None)",There are three different ways to call this function : Add a turtle `shape` to TurtleScreen ’ s shapelist . With arguments `name`.
"POP3.apop(user, secret)","Use the more secure APOP authentication to log into the POP3 server . With arguments `user`, `secret`."
gc.collect(generation=2),"With no arguments , run a full collection . The optional argument `generation` may be an integer specifying which generation to collect ( from 0 to 2 ) ."
"socket.sendfile(file, offset=0)",Send a `file` until EOF is reached by using high-performance os.sendfile and return the total number of bytes which were sent . `offset` tells from where to start reading the file .
"difflib.context_diff(a, b, tofile='')","Compare `a` and `b` ( lists of strings ) ; return a delta ( a generator generating the delta lines ) in context diff format . Any or all of these may be specified using strings for `fromfile` , `tofile` , `fromfiledate` , and `tofiledate` ."
"warnings.filterwarnings(action, message='', append=False)","Insert an entry into the list of warnings filter specifications . This checks the types of the arguments , compiles the `message` and `module` regular expressions , and inserts them as a tuple in the list of warnings filters . The entry is inserted at the front by default ; if `append` is true , it is inserted at the end . With arguments `action`."
"json.dumps(obj, **kw, cls=None)","Serialize `obj` to a JSON formatted str using this conversion table . With arguments `**kw`, `cls`."
"gzip.open(filename, mode='rb')","Open a gzip-compressed file in binary or text `mode` , returning a file object . The `filename` argument can be an actual filename ( a str or bytes object ) , or an existing file object to read from or write to ."
"msilib.RadioButtonGroup(dlg, name, property)",Create a radio button control named `name` . `property` is the installer property that gets set when a radio button is selected . With arguments `dlg`.
SummaryInformation.GetProperty(field),"Return a property of the summary , through MsiSummaryInfoGetProperty ( ) . `field` is the name of the property , and can be one of the constants PID_CODEPAGE , PID_TITLE , PID_SUBJECT , PID_AUTHOR , PID_KEYWORDS , PID_COMMENTS , PID_TEMPLATE , PID_LASTAUTHOR , PID_REVNUMBER , PID_LASTPRINTED , PID_CREATE_DTM , PID_LASTSAVE_DTM , PID_PAGECOUNT , PID_WORDCOUNT , PID_CHARCOUNT , PID_APPNAME , or PID_SECURITY ."
"turtle.onclick(fun, add=None)",Bind `fun` to mouse-click events on this turtle . With arguments `add`.
list(),"Rather than being a function , list is actually a mutable sequence type , as documented in Lists and Sequence Types — list , tuple , range ."
window.delch(y),"Delete any character at ( `y` , `x` ) ."
curses.curs_set(visibility),"Set the cursor state . `visibility` can be set to 0 , 1 , or 2 , for invisible , normal , or very visible ."
"logging.FileHandler(filename, mode='a')","Returns a new instance of the FileHandler class . If `mode` is not specified , ' a ' is used . With arguments `filename`."
"csv.reader(csvfile, **fmtparams)",Return a reader object which will iterate over lines in the given `csvfile` . With arguments `**fmtparams`.
unittest.main(defaultTest=None),A command-line program that loads a set of tests from `module` and runs them ; this is primarily for making test modules conveniently executable . The `defaultTest` argument is either the name of a single test or an iterable of test names to run if no test names are specified via `argv` .
"test.support.check_free_after_iterating(test, iter, cls)","Assert that `iter` is deallocated after iterating . With arguments `test`, `cls`."
doctest.testmod(report=True),"All arguments are optional , and all except for `m` should be specified in keyword form . Optional arguments `extraglobs` , `verbose` , `report` , `optionflags` , `raise_on_error` , and `globs` are the same as for function testfile ( ) above , except that globs defaults to m.__dict__ ."
open(file),Open `file` and return a corresponding file object .
Telnet.read_until(expected),"Read until a given byte string , `expected` , is encountered or until `timeout` seconds have passed ."
base64.decodestring(s),Deprecated alias of decodebytes ( ) . With arguments `s`.
stream_reader.readexactly(n),Read exactly `n` bytes .
str(encoding='utf-8'),Return a str version of `object` . With arguments `encoding`.
array._length_,A positive integer specifying the number of elements in the array.
"random.shuffle(x, random)","Shuffle the sequence `x` in place . The optional argument `random` is a 0-argument function returning a random float in [ 0.0 , 1.0 ) ; by default , this is the function random ( ) ."
doctest.debug_src(src),"Debug the doctests in a string . This is like function debug ( ) above , except that a string containing doctest examples is specified directly , via the `src` argument ."
key not in d,Equivalent to not key in d.
"IMAP4.copy(message_set, new_mailbox)",Copy `message_set` messages onto end of `new_mailbox` .
var in context,Return True if the context has a value for var set; return False otherwise.
"binascii.b2a_qp(data, quotetabs=False, header=False)","Convert binary `data` to a line ( s ) of ASCII characters in quoted-printable encoding . If the optional argument `quotetabs` is present and true , all tabs and spaces will be encoded . If the optional argument `header` is present and true , spaces will be encoded as underscores per RFC 1522 ."
timeit.timeit(timer=<default timer>),"Create a Timer instance with the given statement , `setup` code and `timer` function and run its timeit ( ) method with `number` executions ."
"HTTPConnection.request(method, url, encode_chunked=False)",This will send a request to the server using the HTTP request `method` method and the selector `url` . The `encode_chunked` argument is only relevant if Transfer-Encoding is specified in headers .
"subprocess.Popen(args, close_fds=True)","Execute a child program in a new process . `args` should be a sequence of program arguments or else a single string . If `close_fds` is true , all file descriptors except 0 , 1 and 2 will be closed before the child process is executed ."
sum(iterable),Sums `start` and the items of an `iterable` from left to right and returns the total .
"TarFile.add(name, recursive=True)",Add the file `name` to the archive . This can be avoided by setting `recursive` to False .
"email.utils.collapse_rfc2231_value(value, fallback_charset='us-ascii')","When a header parameter is encoded in RFC 2231 format , Message.get_param may return a 3-tuple containing the character set , language , and `value` . Optional `fallback_charset` specifies the character set to use if the one in the RFC 2231 header is not known by Python ; it defaults to 'us-ascii ' ."
"window.border(ls, rs)","Draw a border around the edges of the window . With arguments `ls`, `rs`."
"datetime.combine(date, time, tzinfo=self.tzinfo)","Return a new datetime object whose `date` components are equal to the given date object ’ s , and whose `time` components are equal to the given time object ’ s . If the `tzinfo` argument is provided , its value is used to set the tzinfo attribute of the result , otherwise the tzinfo attribute of the time argument is used ."
"wsgiref.handlers.BaseCGIHandler(stdin, stdout, stderr, environ)","Similar to CGIHandler , but instead of using the sys and os modules , the CGI environment and I/O streams are specified explicitly . With arguments `stdin`, `stdout`, `stderr`, `environ`."
ensurepip.bootstrap(upgrade=False),Bootstraps pip into the current or designated environment . `upgrade` indicates whether or not to upgrade an existing installation of an earlier version of pip to the bundled version .
"quopri.decodestring(s, header=False)","Like decode ( ) , except that it accepts a source bytes and returns the corresponding decoded bytes . With arguments `s`, `header`."
"colorsys.yiq_to_rgb(y, i, q)","Convert the color from YIQ coordinates to RGB coordinates . With arguments `y`, `i`, `q`."
"urllib.parse.quote(string, safe='/')",Replace special characters in `string` using the % xx escape . The optional `safe` parameter specifies additional ASCII characters that should not be quoted — its default value is '/ ' .
"test.support.bind_port(sock, host=HOST)","Bind the socket to a free port and return the port number . With arguments `sock`, `host`."
random.paretovariate(alpha),Pareto distribution . `alpha` is the shape parameter .
base_manager.start(initializer),Start a subprocess to start the manager . If `initializer` is not None then the subprocess will call initializer ( *initargs ) when it starts .
str.lstrip(chars),Return a copy of the string with leading characters removed . The `chars` argument is a string specifying the set of characters to be removed .
list.sort(reverse=False),"This method sorts the list in place , using only < comparisons between items . `reverse` is a boolean value ."
"csv.DictReader(f, *args, **kwds)","Create an object that operates like a regular reader but maps the information in each row to an OrderedDict whose keys are given by the optional `fieldnames` parameter . If fieldnames is omitted , the values in the first row of file `f` will be used as the fieldnames . With arguments `*args`, `**kwds`."
class.__bases__,The tuple of base classes of a class object.
"text_calendar.formatyear(theyear, w=2)","Return a m-column calendar for an entire year as a multi-line string . Optional parameters `w` , `l` , and `c` are for date column width , lines per week , and number of spaces between month columns , respectively . With arguments `theyear`."
sysconfig.get_paths(scheme),Return a dictionary containing all installation paths corresponding to an installation `scheme` .
open(file),Open `file` and return a corresponding file object .
"ContentHandler.startElement(name, attrs)",Signals the start of an element in non-namespace mode . The `name` parameter contains the raw XML 1.0 name of the element type as a string and the `attrs` parameter holds an object of the Attributes interface ( see The Attributes Interface ) containing the attributes of the element .
pickletools.dis(pickle),"Outputs a symbolic disassembly of the `pickle` to the file-like object `out` , defaulting to sys.stdout ."
date.__str__(),"For a date d , str ( d ) is equivalent to d.isoformat ( ) ."
Cookie.is_expired(now=None),"True if cookie has passed the time at which the server requested it should expire . If `now` is given ( in seconds since the epoch ) , return whether the cookie has expired at the specified time ."
"lzma.LZMACompressor(format=FORMAT_XZ, filters=None)","Create a compressor object , which can be used to compress data incrementally . The `format` argument specifies what container format should be used . The compression settings can be specified either as a `preset` compression level ( with the preset argument ) , or in detail as a custom filter chain ( with the `filters` argument ) ."
mmap.find(sub),"Returns the lowest index in the object where the subsequence `sub` is found , such that sub is contained in the range [ `start` , `end` ] ."
"email.contentmanager.get_content(msg, errors='replace')","Return the payload of the part as either a string ( for text parts ) , an EmailMessage object ( for message/rfc822 parts ) , or a bytes object ( for all other non-multipart types ) . If the part is a text part and `errors` is specified , use it as the error handler when decoding the payload to unicode . With arguments `msg`."
"save_signals.matches(self, d, **kwargs)","Try to match a single dict with the supplied arguments . With arguments `self`, `d`, `**kwargs`."
date.fromtimestamp(timestamp),"Return the local date corresponding to the POSIX `timestamp` , such as is returned by time.time ( ) ."
"HTTPPasswordMgrWithPriorAuth.update_authenticated(self, uri)",Update the `is_authenticated` flag for the given `uri` or list of URIs . With arguments `self`.
"control.event(event, argument, condition=1)","Make an entry into the ControlEvent table for this control . With arguments `event`, `argument`, `condition`."
"ast.get_docstring(node, clean=True)","Return the docstring of the given `node` ( which must be a FunctionDef , AsyncFunctionDef , ClassDef , or Module node ) , or None if it has no docstring . If `clean` is true , clean up the docstring ’ s indentation with inspect.cleandoc ( ) ."
test.support.strip_python_strerr(stderr),Strip the `stderr` of a Python process from potential debug output emitted by the interpreter .
SSLSocket.read(len=1024),Read up to `len` bytes of data from the SSL socket and return the result as a bytes instance .
ast.get_docstring(node),"Return the docstring of the given `node` ( which must be a FunctionDef , AsyncFunctionDef , ClassDef , or Module node ) , or None if it has no docstring ."
input(),"If the `prompt` argument is present , it is written to standard output without a trailing newline ."
date_time.encode(out),Write the XML-RPC encoding of this DateTime item to the `out` stream object .
future.set_result(result),Mark the Future as done and set its `result` .
"pprint.PrettyPrinter(indent=1, compact=False)",Construct a PrettyPrinter instance . The amount of indentation added for each recursive level is specified by `indent` ; the default is one . If `compact` is false ( the default ) each item of a long sequence will be formatted on a separate line .
Exception,"All built-in, non-system-exiting exceptions are derived from this class."
"control.mapping(event, attribute)","Make an entry into the EventMapping table for this control . With arguments `event`, `attribute`."
xml.dom.getDOMImplementation(features=()),"Return a suitable DOM implementation . The `features` list must be a sequence of ( feature , version ) pairs which are passed to the hasFeature ( ) method on available DOMImplementation objects ."
header.encode(\t'),"Encode a message header into an RFC-compliant format , possibly wrapping long lines and encapsulating non-ASCII parts in base64 or quoted-printable encodings . With arguments `\t'`."
"platform.java_ver('', ''), '', ''), release='')","Version interface for Jython . Returns a tuple ( `release` , `vendor` , `vminfo` , `osinfo` ) with vminfo being a tuple ( vm_name , vm_release , vm_vendor ) and osinfo being a tuple ( os_name , os_version , os_arch ) . With arguments `''`, `'')`, `''`, `'')`."
ctypes.POINTER(type),This factory function creates and returns a new ctypes pointer `type` .
message.get_params(unquote=True),"Return the message ’ s Content-Type parameters , as a list . If there is no '= ' sign in the parameter the value is the empty string , otherwise the value is as described in get_param ( ) and is unquoted if optional `unquote` is True ( the default ) ."
"difflib.context_diff(a, b, n=3)",Compare `a` and `b` ( lists of strings ) ; return a delta ( a generator generating the delta lines ) in context diff format . The number of context lines is set by `n` which defaults to three .
"traceback.print_exc(limit=None, chain=True)","This is a shorthand for print_exception ( *sys.exc_info ( ) , `limit` , `file` , `chain` ) ."
itertools.count(step=1),"Make an iterator that returns evenly spaced values starting with number `start` . When counting with floating point numbers , better accuracy can sometimes be achieved by substituting multiplicative code such as : ( start + `step` * i for i in count ( ) ) ."
maildir_message.set_subdir(subdir),Set the subdirectory the message should be stored in . Parameter `subdir` must be either “ new ” or “ cur ” .
"loop.subprocess_shell(protocol_factory, cmd, **kwargs, stdout=subprocess.PIPE, stderr=subprocess.PIPE)","Create a subprocess from `cmd` , which can be a str or a bytes string encoded to the filesystem encoding , using the platform ’ s “ shell ” syntax . The `protocol_factory` must be a callable returning a subclass of the SubprocessProtocol class . With arguments `**kwargs`, `stdout`, `stderr`."
types.resolve_bases(bases),"Resolve MRO entries dynamically as specified by PEP 560 . This function looks for items in `bases` that are not instances of type , and returns a tuple where each such object that has an __mro_entries__ method is replaced with an unpacked result of calling this method ."
babyl_message.set_visible(visible),Set the message ’ s `visible` headers to be the same as the headers in message .
"ctypes.memset(dst, c, count)","Same as the standard C memset library function : fills the memory block at address `dst` with `count` bytes of value c. dst must be an integer specifying an address , or a ctypes instance . With arguments `c`."
"radio_button_group.add(name, x, y, width, height, text)","Add a radio button named `name` to the group , at the coordinates `x` , `y` , `width` , `height` , and with the label `text` ."
asyncore.loop(timeout),"Enter a polling loop that terminates after `count` passes or all open channels have been closed . The `timeout` argument sets the timeout parameter for the appropriate select ( ) or poll ( ) call , measured in seconds ; the default is 30 seconds ."
time.__str__(),"For a time t , str ( t ) is equivalent to t.isoformat ( ) ."
"message.__setitem__(name, val)",Add a header to the message with field `name` name and value `val` .
doctest.testmod(report=True),"All arguments are optional , and all except for `m` should be specified in keyword form . Optional arguments `extraglobs` , `verbose` , `report` , `optionflags` , `raise_on_error` , and `globs` are the same as for function testfile ( ) above , except that globs defaults to m.__dict__ ."
socket.getservbyport(port),Translate an Internet `port` number and protocol name to a service name for that service .
property(fset=None),Return a property attribute . `fset` is a function for setting an attribute value .
IMAP4.select(),Select a `mailbox` .
@functools.lru_cache(typed=False),"Decorator to wrap a function with a memoizing callable that saves up to the `maxsize` most recent calls . If `typed` is set to true , function arguments of different types will be cached separately ."
"element_tree.write(file, method=""xml"")","Writes the element tree to a `file` , as XML . `method` is either `` xml '' , `` html '' or `` text '' ( default is `` xml '' ) ."
"dis.dis(x=None, depth=None)",Disassemble the `x` object . The maximal `depth` of recursion is limited by depth unless it is None .
"sys.excepthook(type, value, traceback)","This function prints out a given `traceback` and exception to sys.stderr . With arguments `type`, `value`."
"optparse.OptionGroup(parser, title)","where With arguments `parser`, `title`."
"colorsys.hsv_to_rgb(h, s, v)","Convert the color from HSV coordinates to RGB coordinates . With arguments `h`, `s`, `v`."
"cmath.isclose(a, b)",Return True if the values `a` and `b` are close to each other and False otherwise .
"asyncio.run(coro, debug=False)","Execute the coroutine `coro` and return the result . If `debug` is True , the event loop will be run in debug mode ."
socket.socketpair(family),"Build a pair of connected socket objects using the given address `family` , socket `type` , and protocol number ."
"logging.LoggerAdapter(logger, extra)","Returns an instance of LoggerAdapter initialized with an underlying Logger instance and a dict-like object . With arguments `logger`, `extra`."
bz2.decompress(data),"Decompress `data` , a bytes-like object ."
importlib.util.LazyLoader(loader),A class which postpones the execution of the `loader` of a module until the module has an attribute accessed .
datetime.__str__(),"For a datetime instance d , str ( d ) is equivalent to d.isoformat ( ' ' ) ."
"deque.index(x, start, stop)",Return the position of `x` in the deque ( at or after index `start` and before index `stop` ) .
datetime.time(tzinfo=None),"All arguments are optional . `tzinfo` may be None , or an instance of a tzinfo subclass ."
stats.sort_stats(*keys),This method modifies the Stats object by sorting it according to the supplied criteria . With arguments `*keys`.
"io.BufferedRWPair(reader, writer)","A buffered I/O object combining two unidirectional RawIOBase objects – one readable , the other writeable – into a single bidirectional endpoint . `reader` and `writer` are RawIOBase objects that are readable and writeable respectively ."
"tixCommand.tix_getimage(self, name)","Locates an image file of the `name` name.xpm , name.xbm or name.ppm in one of the bitmap directories ( see the tix_addbitmapdir ( ) method above ) . With arguments `self`."
